,date,trial,donor,receiver,donation.sec,observation.sec,,,
6439,2014.03.16,76,mina,zaria,420,3600,,,
6449,2014.03.16,76,veronica,zaria,180,3600,,,
6452,2014.03.16,76,zarison,zaria,780,3600,,,
6470,2014.03.16,76,lucy,zaria,360,3600,,,
6474,2014.03.16,76,mina,zaria,420,3600,,,
6484,2014.03.16,76,veronica,zaria,180,3600,,,
6487,2014.03.16,76,zarison,zaria,780,3600,,,
6505,2014.03.16,76,lucy,zaria,360,3600,,,
6509,2014.03.16,76,mina,zaria,420,3600,,,
6519,2014.03.16,76,veronica,zaria,180,3600,,,
6522,2014.03.16,76,zarison,zaria,780,3600,,,
6527,2014.03.17,77,bella,veronica,960,3600,,,
6530,2014.03.17,77,countess,veronica,420,3600,,,
6540,2014.03.17,77,lucy,veronica,180,3600,,,
6544,2014.03.17,77,mina,veronica,480,3600,,,
6562,2014.03.17,77,bella,veronica,960,3600,,,
6565,2014.03.17,77,countess,veronica,420,3600,,,
6575,2014.03.17,77,lucy,veronica,180,3600,,,
6579,2014.03.17,77,mina,veronica,480,3600,,,
6597,2014.03.17,77,bella,veronica,960,3600,,,
6600,2014.03.17,77,countess,veronica,420,3600,,,
6610,2014.03.17,77,lucy,veronica,180,3600,,,
6614,2014.03.17,77,mina,veronica,480,3600,,,
6632,2014.03.17,77,bella,veronica,960,3600,,,
6635,2014.03.17,77,countess,veronica,420,3600,,,
6645,2014.03.17,77,lucy,veronica,180,3600,,,
6649,2014.03.17,77,mina,veronica,480,3600,,,
6668,2014.03.18,78,cerce,marce,600,3600,,,
6702,2014.03.19,79,bella,vampirella,360,3600,,,
6715,2014.03.19,79,lucy,vampirella,60,3600,,,
6716,2014.03.19,79,lucyson,vampirella,540,3600,,,
6720,2014.03.19,79,mya,vampirella,60,3600,,,
6730,2014.03.19,79,whimsey,vampirella,180,3600,,,
6737,2014.03.19,79,bella,vampirella,360,3600,,,
6750,2014.03.19,79,lucy,vampirella,60,3600,,,
6751,2014.03.19,79,lucyson,vampirella,540,3600,,,
6755,2014.03.19,79,mya,vampirella,60,3600,,,
6765,2014.03.19,79,whimsey,vampirella,180,3600,,,
6772,2014.03.19,79,bella,vampirella,360,3600,,,
6785,2014.03.19,79,lucy,vampirella,60,3600,,,
6786,2014.03.19,79,lucyson,vampirella,540,3600,,,
6790,2014.03.19,79,mya,vampirella,60,3600,,,
6800,2014.03.19,79,whimsey,vampirella,180,3600,,,
6807,2014.03.19,79,bella,vampirella,360,3600,,,
6820,2014.03.19,79,lucy,vampirella,60,3600,,,
6821,2014.03.19,79,lucyson,vampirella,540,3600,,,
6825,2014.03.19,79,mya,vampirella,60,3600,,,
6835,2014.03.19,79,whimsey,vampirella,180,3600,,,
6842,2014.03.19,79,bella,vampirella,360,3600,,,
6855,2014.03.19,79,lucy,vampirella,60,3600,,,
6856,2014.03.19,79,lucyson,vampirella,540,3600,,,
6860,2014.03.19,79,mya,vampirella,60,3600,,,
6870,2014.03.19,79,whimsey,vampirella,180,3600,,,
6896,2014.03.20,80,snow,countess,1080,3600,,,
6903,2014.03.20,80,veronica,countess,660,3600,,,
6931,2014.03.20,80,snow,countess,1080,3600,,,
6938,2014.03.20,80,veronica,countess,660,3600,,,
6947,2014.03.21,81,bella,lily,1920,3600,,,
6973,2014.03.21,81,veronica,lily,300,3600,,,
6982,2014.03.21,81,bella,lily,1920,3600,,,
7008,2014.03.21,81,veronica,lily,300,3600,,,
7020,2014.03.22,82,countess,snow,420,3600,,,
7034,2014.03.22,82,mina,snow,300,3600,,,
7039,2014.03.22,82,tequila,snow,120,3600,,,
7040,2014.03.22,82,thecount,snow,180,3600,,,
7043,2014.03.22,82,veronica,snow,180,3600,,,
7055,2014.03.22,82,countess,snow,420,3600,,,
7069,2014.03.22,82,mina,snow,300,3600,,,
7074,2014.03.22,82,tequila,snow,120,3600,,,
7075,2014.03.22,82,thecount,snow,180,3600,,,
7078,2014.03.22,82,veronica,snow,180,3600,,,
7090,2014.03.22,82,countess,snow,420,3600,,,
7104,2014.03.22,82,mina,snow,300,3600,,,
7109,2014.03.22,82,tequila,snow,120,3600,,,
7110,2014.03.22,82,thecount,snow,180,3600,,,
7113,2014.03.22,82,veronica,snow,180,3600,,,
7125,2014.03.22,82,countess,snow,420,3600,,,
7139,2014.03.22,82,mina,snow,300,3600,,,
7144,2014.03.22,82,tequila,snow,120,3600,,,
7145,2014.03.22,82,thecount,snow,180,3600,,,
7148,2014.03.22,82,veronica,snow,180,3600,,,
7160,2014.03.22,82,countess,snow,420,3600,,,
7174,2014.03.22,82,mina,snow,300,3600,,,
7179,2014.03.22,82,tequila,snow,120,3600,,,
7180,2014.03.22,82,thecount,snow,180,3600,,,
7183,2014.03.22,82,veronica,snow,180,3600,,,
7193,2014.03.23,83,cerceson,cerce,180,3600,,,
7206,2014.03.23,83,marce,cerce,360,3600,,,
7211,2014.03.23,83,snow,cerce,60,3600,,,
7218,2014.03.23,83,veronica,cerce,60,3600,,,
7228,2014.03.23,83,cerceson,cerce,180,3600,,,
7241,2014.03.23,83,marce,cerce,360,3600,,,
7246,2014.03.23,83,snow,cerce,60,3600,,,
7253,2014.03.23,83,veronica,cerce,60,3600,,,
7263,2014.03.23,83,cerceson,cerce,180,3600,,,
7276,2014.03.23,83,marce,cerce,360,3600,,,
7281,2014.03.23,83,snow,cerce,60,3600,,,
7288,2014.03.23,83,veronica,cerce,60,3600,,,
7298,2014.03.23,83,cerceson,cerce,180,3600,,,
7311,2014.03.23,83,marce,cerce,360,3600,,,
7316,2014.03.23,83,snow,cerce,60,3600,,,
7323,2014.03.23,83,veronica,cerce,60,3600,,,
7341,2014.03.24,84,gremlin,bella,300,3600,,,
7343,2014.03.24,84,lily,bella,1020,3600,,,
7349,2014.03.24,84,mya,bella,60,3600,,,
7358,2014.03.24,84,veronica,bella,60,3600,,,
7376,2014.03.24,84,gremlin,bella,300,3600,,,
7378,2014.03.24,84,lily,bella,1020,3600,,,
7384,2014.03.24,84,mya,bella,60,3600,,,
7393,2014.03.24,84,veronica,bella,60,3600,,,
7411,2014.03.24,84,gremlin,bella,300,3600,,,
7413,2014.03.24,84,lily,bella,1020,3600,,,
7419,2014.03.24,84,mya,bella,60,3600,,,
7428,2014.03.24,84,veronica,bella,60,3600,,,
7446,2014.03.24,84,gremlin,bella,300,3600,,,
7448,2014.03.24,84,lily,bella,1020,3600,,,
7454,2014.03.24,84,mya,bella,60,3600,,,
7463,2014.03.24,84,veronica,bella,60,3600,,,
7470,2014.04.02,85,three,four,300,3600,,,
7472,2014.04.02,85,cerce,four,480,3600,,,
7474,2014.04.02,85,countess,four,120,3600,,,
7486,2014.04.02,85,marce,four,120,3600,,,
7498,2014.04.02,85,veronica,four,120,3600,,,
7505,2014.04.02,85,three,four,300,3600,,,
7507,2014.04.02,85,cerce,four,480,3600,,,
7509,2014.04.02,85,countess,four,120,3600,,,
7521,2014.04.02,85,marce,four,120,3600,,,
7533,2014.04.02,85,veronica,four,120,3600,,,
7540,2014.04.02,85,three,four,300,3600,,,
7542,2014.04.02,85,cerce,four,480,3600,,,
7544,2014.04.02,85,countess,four,120,3600,,,
7556,2014.04.02,85,marce,four,120,3600,,,
7568,2014.04.02,85,veronica,four,120,3600,,,
7575,2014.04.02,85,three,four,300,3600,,,
7577,2014.04.02,85,cerce,four,480,3600,,,
7579,2014.04.02,85,countess,four,120,3600,,,
7591,2014.04.02,85,marce,four,120,3600,,,
7603,2014.04.02,85,veronica,four,120,3600,,,
7610,2014.04.02,85,three,four,300,3600,,,
7612,2014.04.02,85,cerce,four,480,3600,,,
7614,2014.04.02,85,countess,four,120,3600,,,
7626,2014.04.02,85,marce,four,120,3600,,,
7638,2014.04.02,85,veronica,four,120,3600,,,
7645,2014.04.03,86,four,three,180,3600,,,
7647,2014.04.03,86,cerce,three,120,3600,,,
7649,2014.04.03,86,countess,three,60,3600,,,
7673,2014.04.03,86,veronica,three,240,3600,,,
7680,2014.04.03,86,four,three,180,3600,,,
7682,2014.04.03,86,cerce,three,120,3600,,,
7684,2014.04.03,86,countess,three,60,3600,,,
7708,2014.04.03,86,veronica,three,240,3600,,,
7715,2014.04.03,86,four,three,180,3600,,,
7717,2014.04.03,86,cerce,three,120,3600,,,
7719,2014.04.03,86,countess,three,60,3600,,,
7743,2014.04.03,86,veronica,three,240,3600,,,
7750,2014.04.03,86,four,three,180,3600,,,
7752,2014.04.03,86,cerce,three,120,3600,,,
7754,2014.04.03,86,countess,three,60,3600,,,
7778,2014.04.03,86,veronica,three,240,3600,,,
7833,2014.04.05,88,lily,bella,1080,3600,,,
7840,2014.04.05,88,pixus,bella,180,3600,,,
7848,2014.04.05,88,veronica,bella,180,3600,,,
7868,2014.04.05,88,lily,bella,1080,3600,,,
7875,2014.04.05,88,pixus,bella,180,3600,,,
7883,2014.04.05,88,veronica,bella,180,3600,,,
7903,2014.04.05,88,lily,bella,1080,3600,,,
7910,2014.04.05,88,pixus,bella,180,3600,,,
7918,2014.04.05,88,veronica,bella,180,3600,,,
7932,2014.04.06,89,flapper,snow,840,3600,,,
7941,2014.04.06,89,marce,snow,60,3600,,,
7944,2014.04.06,89,mya,snow,180,3600,,,
7952,2014.04.06,89,veronica,snow,120,3600,,,
7966,2014.04.06,89,flapper,snow,840,3600,,,
7975,2014.04.06,89,marce,snow,60,3600,,,
7978,2014.04.06,89,mya,snow,180,3600,,,
7986,2014.04.06,89,veronica,snow,120,3600,,,
8000,2014.04.06,89,flapper,snow,840,3600,,,
8009,2014.04.06,89,marce,snow,60,3600,,,
8012,2014.04.06,89,mya,snow,180,3600,,,
8020,2014.04.06,89,veronica,snow,120,3600,,,
8034,2014.04.06,89,flapper,snow,840,3600,,,
8043,2014.04.06,89,marce,snow,60,3600,,,
8046,2014.04.06,89,mya,snow,180,3600,,,
8054,2014.04.06,89,veronica,snow,120,3600,,,
8065,2014.04.07,90,countess,marce,120,3600,,,
8074,2014.04.07,90,lily,marce,60,3600,,,
8079,2014.04.07,90,mya,marce,420,3600,,,
8088,2014.04.07,90,veronica,marce,180,3600,,,
8099,2014.04.07,90,countess,marce,120,3600,,,
8108,2014.04.07,90,lily,marce,60,3600,,,
8113,2014.04.07,90,mya,marce,420,3600,,,
8122,2014.04.07,90,veronica,marce,180,3600,,,
8133,2014.04.07,90,countess,marce,120,3600,,,
8142,2014.04.07,90,lily,marce,60,3600,,,
8147,2014.04.07,90,mya,marce,420,3600,,,
8156,2014.04.07,90,veronica,marce,180,3600,,,
8167,2014.04.07,90,countess,marce,120,3600,,,
8176,2014.04.07,90,lily,marce,60,3600,,,
8181,2014.04.07,90,mya,marce,420,3600,,,
8190,2014.04.07,90,veronica,marce,180,3600,,,
8205,2014.04.08,91,flapper,zaria,120,3600,,,
8218,2014.04.08,91,snow,zaria,180,3600,,,
8225,2014.04.08,91,veronica,zaria,60,3600,,,
8228,2014.04.08,91,zarison,zaria,1020,3600,,,
8239,2014.04.08,91,flapper,zaria,120,3600,,,
8252,2014.04.08,91,snow,zaria,180,3600,,,
8259,2014.04.08,91,veronica,zaria,60,3600,,,
8262,2014.04.08,91,zarison,zaria,1020,3600,,,
8273,2014.04.08,91,flapper,zaria,120,3600,,,
8286,2014.04.08,91,snow,zaria,180,3600,,,
8293,2014.04.08,91,veronica,zaria,60,3600,,,
8296,2014.04.08,91,zarison,zaria,1020,3600,,,
8307,2014.04.08,91,flapper,zaria,120,3600,,,
8320,2014.04.08,91,snow,zaria,180,3600,,,
8327,2014.04.08,91,veronica,zaria,60,3600,,,
8330,2014.04.08,91,zarison,zaria,1020,3600,,,
8333,2014.05.09,92,bella,two,129,3600,,,
8334,2014.05.09,92,cerce,two,7,3600,,,
8359,2014.05.09,92,bella,two,129,3600,,,
8360,2014.05.09,92,cerce,two,7,3600,,,
8396,2014.05.09,93,mina,lucy,81,3600,,,
8397,2014.05.09,93,mya,lucy,102,3600,,,
8400,2014.05.09,93,snow,lucy,134,3600,,,
8405,2014.05.09,93,veronica,lucy,240,3600,,,
8407,2014.05.09,93,zaria,lucy,570,3600,,,
8422,2014.05.09,93,mina,lucy,81,3600,,,
8423,2014.05.09,93,mya,lucy,102,3600,,,
8426,2014.05.09,93,snow,lucy,134,3600,,,
8431,2014.05.09,93,veronica,lucy,240,3600,,,
8433,2014.05.09,93,zaria,lucy,570,3600,,,
8448,2014.05.09,93,mina,lucy,81,3600,,,
8449,2014.05.09,93,mya,lucy,102,3600,,,
8452,2014.05.09,93,snow,lucy,134,3600,,,
8457,2014.05.09,93,veronica,lucy,240,3600,,,
8459,2014.05.09,93,zaria,lucy,570,3600,,,
8474,2014.05.09,93,mina,lucy,81,3600,,,
8475,2014.05.09,93,mya,lucy,102,3600,,,
8478,2014.05.09,93,snow,lucy,134,3600,,,
8483,2014.05.09,93,veronica,lucy,240,3600,,,
8485,2014.05.09,93,zaria,lucy,570,3600,,,
8500,2014.05.09,93,mina,lucy,81,3600,,,
8501,2014.05.09,93,mya,lucy,102,3600,,,
8504,2014.05.09,93,snow,lucy,134,3600,,,
8509,2014.05.09,93,veronica,lucy,240,3600,,,
8511,2014.05.09,93,zaria,lucy,570,3600,,,
8516,2014.05.10,94,bella,lily,303,3600,,,
8523,2014.05.10,94,lilyson,lily,132,3600,,,
8534,2014.05.10,94,thecount,lily,358,3600,,,
8542,2014.05.10,94,bella,lily,303,3600,,,
8549,2014.05.10,94,lilyson,lily,132,3600,,,
8560,2014.05.10,94,thecount,lily,358,3600,,,
8568,2014.05.10,94,bella,lily,303,3600,,,
8575,2014.05.10,94,lilyson,lily,132,3600,,,
8586,2014.05.10,94,thecount,lily,358,3600,,,
8605,2014.05.10,95,mina,vampirella,57,3600,,,
8609,2014.05.10,95,snow,vampirella,855,3600,,,
8612,2014.05.10,95,thecount,vampirella,342,3600,,,
8613,2014.05.10,95,veronica,vampirella,28,3600,,,
8631,2014.05.10,95,mina,vampirella,57,3600,,,
8635,2014.05.10,95,snow,vampirella,855,3600,,,
8638,2014.05.10,95,thecount,vampirella,342,3600,,,
8639,2014.05.10,95,veronica,vampirella,28,3600,,,
8657,2014.05.10,95,mina,vampirella,57,3600,,,
8661,2014.05.10,95,snow,vampirella,855,3600,,,
8664,2014.05.10,95,thecount,vampirella,342,3600,,,
8665,2014.05.10,95,veronica,vampirella,28,3600,,,
8683,2014.05.10,95,mina,vampirella,57,3600,,,
8687,2014.05.10,95,snow,vampirella,855,3600,,,
8690,2014.05.10,95,thecount,vampirella,342,3600,,,
8691,2014.05.10,95,veronica,vampirella,28,3600,,,
8701,2014.05.11,96,countess,zaria,116,3600,,,
8703,2014.05.11,96,fuschia,zaria,77,3600,,,
8707,2014.05.11,96,lucy,zaria,115,3600,,,
8710,2014.05.11,96,mina,zaria,43,3600,,,
8720,2014.05.11,96,zarison,zaria,230,3600,,,
8727,2014.05.11,96,countess,zaria,116,3600,,,
8729,2014.05.11,96,fuschia,zaria,77,3600,,,
8733,2014.05.11,96,lucy,zaria,115,3600,,,
8736,2014.05.11,96,mina,zaria,43,3600,,,
8746,2014.05.11,96,zarison,zaria,230,3600,,,
8753,2014.05.11,96,countess,zaria,116,3600,,,
8755,2014.05.11,96,fuschia,zaria,77,3600,,,
8759,2014.05.11,96,lucy,zaria,115,3600,,,
8762,2014.05.11,96,mina,zaria,43,3600,,,
8772,2014.05.11,96,zarison,zaria,230,3600,,,
8779,2014.05.11,96,countess,zaria,116,3600,,,
8781,2014.05.11,96,fuschia,zaria,77,3600,,,
8785,2014.05.11,96,lucy,zaria,115,3600,,,
8788,2014.05.11,96,mina,zaria,43,3600,,,
8798,2014.05.11,96,zarison,zaria,230,3600,,,
8805,2014.05.11,96,countess,zaria,116,3600,,,
8807,2014.05.11,96,fuschia,zaria,77,3600,,,
8811,2014.05.11,96,lucy,zaria,115,3600,,,
8814,2014.05.11,96,mina,zaria,43,3600,,,
8824,2014.05.11,96,zarison,zaria,230,3600,,,
8831,2014.05.11,97,countess,veronica,149,3600,,,
8840,2014.05.11,97,mina,veronica,316,3600,,,
8841,2014.05.11,97,mya,veronica,198,3600,,,
8844,2014.05.11,97,snow,veronica,478,3600,,,
8857,2014.05.11,97,countess,veronica,149,3600,,,
8866,2014.05.11,97,mina,veronica,316,3600,,,
8867,2014.05.11,97,mya,veronica,198,3600,,,
8870,2014.05.11,97,snow,veronica,478,3600,,,
8883,2014.05.11,97,countess,veronica,149,3600,,,
8892,2014.05.11,97,mina,veronica,316,3600,,,
8893,2014.05.11,97,mya,veronica,198,3600,,,
8896,2014.05.11,97,snow,veronica,478,3600,,,
8909,2014.05.11,97,countess,veronica,149,3600,,,
8918,2014.05.11,97,mina,veronica,316,3600,,,
8919,2014.05.11,97,mya,veronica,198,3600,,,
8922,2014.05.11,97,snow,veronica,478,3600,,,
8932,2014.05.12,98,cerce,four,135,3600,,,
8957,2014.05.12,99,cerce,mina,90,3600,,,
8975,2014.05.12,99,veronica,mina,21,3600,,,
8982,2014.05.12,99,cerce,mina,90,3600,,,
9000,2014.05.12,99,veronica,mina,21,3600,,,
9021,2014.05.12,100,speedster,snow,38,3600,,,
9025,2014.05.12,100,veronica,snow,14,3600,,,
9046,2014.05.12,100,speedster,snow,38,3600,,,
9050,2014.05.12,100,veronica,snow,14,3600,,,
9056,2014.05.13,101,cerce,three,322,3600,,,
9088,2014.05.13,102,lily,bella,167,3600,,,
9097,2014.05.13,102,snow,bella,48,3600,,,
9100,2014.05.13,102,thecount,bella,165,3600,,,
9114,2014.05.13,102,lily,bella,167,3600,,,
9123,2014.05.13,102,snow,bella,48,3600,,,
9126,2014.05.13,102,thecount,bella,165,3600,,,
9140,2014.05.13,102,lily,bella,167,3600,,,
9149,2014.05.13,102,snow,bella,48,3600,,,
9152,2014.05.13,102,thecount,bella,165,3600,,,
9172,2014.05.14,103,mina,mya,48,3600,,,
9177,2014.05.14,103,streblick,mya,120,3600,,,
9180,2014.05.14,103,veronica,mya,115,3600,,,
9198,2014.05.14,103,mina,mya,48,3600,,,
9203,2014.05.14,103,streblick,mya,120,3600,,,
9206,2014.05.14,103,veronica,mya,115,3600,,,
9224,2014.05.14,103,mina,mya,48,3600,,,
9229,2014.05.14,103,streblick,mya,120,3600,,,
9232,2014.05.14,103,veronica,mya,115,3600,,,
9249,2014.05.14,104,marce,cerce,244,3600,,,
9253,2014.05.14,104,snow,cerce,16,3600,,,
9275,2014.05.14,104,marce,cerce,244,3600,,,
9279,2014.05.14,104,snow,cerce,16,3600,,,
9305,2014.05.15,105,snow,countess,678,3600,,,
9310,2014.05.15,105,veronica,countess,223,3600,,,
9331,2014.05.15,105,snow,countess,678,3600,,,
9336,2014.05.15,105,veronica,countess,223,3600,,,
9344,2014.05.15,106,cerce,marce,274,3600,,,
9354,2014.05.15,106,mya,marce,76,3600,,,
9356,2014.05.15,106,sheldon,marce,48,3600,,,
9362,2014.05.15,106,veronica,marce,47,3600,,,
9370,2014.05.15,106,cerce,marce,274,3600,,,
9380,2014.05.15,106,mya,marce,76,3600,,,
9382,2014.05.15,106,sheldon,marce,48,3600,,,
9388,2014.05.15,106,veronica,marce,47,3600,,,
9396,2014.05.15,106,cerce,marce,274,3600,,,
9406,2014.05.15,106,mya,marce,76,3600,,,
9408,2014.05.15,106,sheldon,marce,48,3600,,,
9414,2014.05.15,106,veronica,marce,47,3600,,,
9422,2014.05.15,106,cerce,marce,274,3600,,,
9432,2014.05.15,106,mya,marce,76,3600,,,
9434,2014.05.15,106,sheldon,marce,48,3600,,,
9440,2014.05.15,106,veronica,marce,47,3600,,,
9449,2014.05.16,107,countess,two,57,3600,,,
9484,2014.05.16,108,mya,lucy,93,3600,,,
9492,2014.05.16,108,veronica,lucy,88,3600,,,
9494,2014.05.16,108,zaria,lucy,217,3600,,,
9510,2014.05.16,108,mya,lucy,93,3600,,,
9518,2014.05.16,108,veronica,lucy,88,3600,,,
9520,2014.05.16,108,zaria,lucy,217,3600,,,
9536,2014.05.16,108,mya,lucy,93,3600,,,
9544,2014.05.16,108,veronica,lucy,88,3600,,,
9546,2014.05.16,108,zaria,lucy,217,3600,,,
9576,2014.05.25,110,bella,lucy,5,3600,,,
9582,2014.05.25,110,houdini,lucy,70,3600,,,
9587,2014.05.25,110,mina,lucy,22,3600,,,
9588,2014.05.25,110,mya,lucy,297,3600,,,
9594,2014.05.25,110,thecount,lucy,189,3600,,,
9598,2014.05.25,110,zaria,lucy,23,3600,,,
9602,2014.05.25,110,bella,lucy,5,3600,,,
9608,2014.05.25,110,houdini,lucy,70,3600,,,
9613,2014.05.25,110,mina,lucy,22,3600,,,
9614,2014.05.25,110,mya,lucy,297,3600,,,
9620,2014.05.25,110,thecount,lucy,189,3600,,,
9624,2014.05.25,110,zaria,lucy,23,3600,,,
9628,2014.05.25,110,bella,lucy,5,3600,,,
9634,2014.05.25,110,houdini,lucy,70,3600,,,
9639,2014.05.25,110,mina,lucy,22,3600,,,
9640,2014.05.25,110,mya,lucy,297,3600,,,
9646,2014.05.25,110,thecount,lucy,189,3600,,,
9650,2014.05.25,110,zaria,lucy,23,3600,,,
9654,2014.05.25,110,bella,lucy,5,3600,,,
9660,2014.05.25,110,houdini,lucy,70,3600,,,
9665,2014.05.25,110,mina,lucy,22,3600,,,
9666,2014.05.25,110,mya,lucy,297,3600,,,
9672,2014.05.25,110,thecount,lucy,189,3600,,,
9676,2014.05.25,110,zaria,lucy,23,3600,,,
9680,2014.05.25,110,bella,lucy,5,3600,,,
9686,2014.05.25,110,houdini,lucy,70,3600,,,
9691,2014.05.25,110,mina,lucy,22,3600,,,
9692,2014.05.25,110,mya,lucy,297,3600,,,
9698,2014.05.25,110,thecount,lucy,189,3600,,,
9702,2014.05.25,110,zaria,lucy,23,3600,,,
9706,2014.05.25,110,bella,lucy,5,3600,,,
9712,2014.05.25,110,houdini,lucy,70,3600,,,
9717,2014.05.25,110,mina,lucy,22,3600,,,
9718,2014.05.25,110,mya,lucy,297,3600,,,
9724,2014.05.25,110,thecount,lucy,189,3600,,,
9728,2014.05.25,110,zaria,lucy,23,3600,,,
9741,2014.05.27,111,lucy,vampirella,7,3600,,,
9745,2014.05.27,111,mya,vampirella,24,3600,,,
9751,2014.05.27,111,thecount,vampirella,519,3600,,,
9767,2014.05.27,111,lucy,vampirella,7,3600,,,
9771,2014.05.27,111,mya,vampirella,24,3600,,,
9777,2014.05.27,111,thecount,vampirella,519,3600,,,
9793,2014.05.27,111,lucy,vampirella,7,3600,,,
9797,2014.05.27,111,mya,vampirella,24,3600,,,
9803,2014.05.27,111,thecount,vampirella,519,3600,,,
9811,2014.05.27,112,bella,lily,334,3600,,,
9814,2014.05.27,112,countess,lily,89,3600,,,
9829,2014.05.27,112,thecount,lily,41,3600,,,
9837,2014.05.27,112,bella,lily,334,3600,,,
9840,2014.05.27,112,countess,lily,89,3600,,,
9855,2014.05.27,112,thecount,lily,41,3600,,,
9863,2014.05.27,112,bella,lily,334,3600,,,
9866,2014.05.27,112,countess,lily,89,3600,,,
9881,2014.05.27,112,thecount,lily,41,3600,,,
9900,2014.05.28,113,marce,veronica,30,3600,,,
9902,2014.05.28,113,mya,veronica,364,3600,,,
9908,2014.05.28,113,thecount,veronica,281,3600,,,
9926,2014.05.28,113,marce,veronica,30,3600,,,
9928,2014.05.28,113,mya,veronica,364,3600,,,
9934,2014.05.28,113,thecount,veronica,281,3600,,,
9952,2014.05.28,113,marce,veronica,30,3600,,,
9954,2014.05.28,113,mya,veronica,364,3600,,,
9960,2014.05.28,113,thecount,veronica,281,3600,,,
9976,2014.05.28,114,lucy,zaria,254,3600,,,
9979,2014.05.28,114,mina,zaria,96,3600,,,
9989,2014.05.28,114,zarison,zaria,278,3600,,,
10002,2014.05.28,114,lucy,zaria,254,3600,,,
10005,2014.05.28,114,mina,zaria,96,3600,,,
10015,2014.05.28,114,zarison,zaria,278,3600,,,
10028,2014.05.28,114,lucy,zaria,254,3600,,,
10031,2014.05.28,114,mina,zaria,96,3600,,,
10041,2014.05.28,114,zarison,zaria,278,3600,,,
10045,2014.05.29,115,cerce,four,157,3600,,,
10047,2014.05.29,115,countess,four,12,3600,,,
10070,2014.05.29,115,cerce,four,157,3600,,,
10072,2014.05.29,115,countess,four,12,3600,,,
10097,2014.05.29,116,countess,mina,69,3600,,,
10100,2014.05.29,116,houdini,mina,365,3600,,,
10103,2014.05.29,116,lucy,mina,18,3600,,,
10106,2014.05.29,116,mya,mina,309,3600,,,
10122,2014.05.29,116,countess,mina,69,3600,,,
10125,2014.05.29,116,houdini,mina,365,3600,,,
10128,2014.05.29,116,lucy,mina,18,3600,,,
10131,2014.05.29,116,mya,mina,309,3600,,,
10147,2014.05.29,116,countess,mina,69,3600,,,
10150,2014.05.29,116,houdini,mina,365,3600,,,
10153,2014.05.29,116,lucy,mina,18,3600,,,
10156,2014.05.29,116,mya,mina,309,3600,,,
10172,2014.05.29,116,countess,mina,69,3600,,,
10175,2014.05.29,116,houdini,mina,365,3600,,,
10178,2014.05.29,116,lucy,mina,18,3600,,,
10181,2014.05.29,116,mya,mina,309,3600,,,
10197,2014.05.29,117,countess,snow,112,3600,,,
10213,2014.05.29,117,veronica,snow,98,3600,,,
10222,2014.05.29,117,countess,snow,112,3600,,,
10238,2014.05.29,117,veronica,snow,98,3600,,,
10244,2014.05.30,118,cerce,three,225,3600,,,
10255,2014.05.30,118,mina,three,489,3600,,,
10270,2014.05.30,118,cerce,three,225,3600,,,
10281,2014.05.30,118,mina,three,489,3600,,,
10302,2014.05.30,119,lily,bella,344,3600,,,
10308,2014.05.30,119,mya,bella,143,3600,,,
10328,2014.05.30,119,lily,bella,344,3600,,,
10334,2014.05.30,119,mya,bella,143,3600,,,
10349,2014.05.31,120,bella,mya,17,3600,,,
10360,2014.05.31,120,mina,mya,265,3600,,,
10365,2014.05.31,120,streblick,mya,175,3600,,,
10375,2014.05.31,120,bella,mya,17,3600,,,
10386,2014.05.31,120,mina,mya,265,3600,,,
10391,2014.05.31,120,streblick,mya,175,3600,,,
10401,2014.05.31,120,bella,mya,17,3600,,,
10412,2014.05.31,120,mina,mya,265,3600,,,
10417,2014.05.31,120,streblick,mya,175,3600,,,
10437,2014.05.31,121,marce,cerce,180,3600,,,
10444,2014.05.31,121,thecount,cerce,31,3600,,,
10463,2014.05.31,121,marce,cerce,180,3600,,,
10470,2014.05.31,121,thecount,cerce,31,3600,,,
10487,2014.06.01,122,lucy,countess,7,3600,,,
10493,2014.06.01,122,snow,countess,384,3600,,,
10498,2014.06.01,122,veronica,countess,117,3600,,,
10500,2014.06.01,122,zaria,countess,69,3600,,,
10513,2014.06.01,122,lucy,countess,7,3600,,,
10519,2014.06.01,122,snow,countess,384,3600,,,
10524,2014.06.01,122,veronica,countess,117,3600,,,
10526,2014.06.01,122,zaria,countess,69,3600,,,
10539,2014.06.01,122,lucy,countess,7,3600,,,
10545,2014.06.01,122,snow,countess,384,3600,,,
10550,2014.06.01,122,veronica,countess,117,3600,,,
10552,2014.06.01,122,zaria,countess,69,3600,,,
10565,2014.06.01,122,lucy,countess,7,3600,,,
10571,2014.06.01,122,snow,countess,384,3600,,,
10576,2014.06.01,122,veronica,countess,117,3600,,,
10578,2014.06.01,122,zaria,countess,69,3600,,,
10584,2014.06.01,123,cerce,marce,97,3600,,,
10597,2014.06.01,123,snow,marce,15,3600,,,
10601,2014.06.01,123,vampirella,marce,24,3600,,,
10610,2014.06.01,123,cerce,marce,97,3600,,,
10623,2014.06.01,123,snow,marce,15,3600,,,
10627,2014.06.01,123,vampirella,marce,24,3600,,,
10636,2014.06.01,123,cerce,marce,97,3600,,,
10649,2014.06.01,123,snow,marce,15,3600,,,
10653,2014.06.01,123,vampirella,marce,24,3600,,,
10664,2014.06.05,124,countess,lucy,8,3600,,,
